Country Name,Country Code,Indicator Name,GDP_perCapita,Year
Malta,MLT,GDP per capita (current US$),22527.63676,2012
Myanmar,MMR,GDP per capita (current US$),1035.80424,2012
Middle East & North Africa (excluding high income),MNA,GDP per capita (current US$),5014.187299,2012
Montenegro,MNE,GDP per capita (current US$),6586.721279,2012
Mongolia,MNG,GDP per capita (current US$),4351.888461,2012
Northern Mariana Islands,MNP,GDP per capita (current US$),13736.97197,2012
Mozambique,MOZ,GDP per capita (current US$),657.6446765,2012
Mauritania,MRT,GDP per capita (current US$),1815.218939,2012
Mauritius,MUS,GDP per capita (current US$),9291.236379,2012
Malawi,MWI,GDP per capita (current US$),391.5617052,2012
Malaysia,MYS,GDP per capita (current US$),10817.43171,2012
North America,NAC,GDP per capita (current US$),51717.78701,2012
Namibia,NAM,GDP per capita (current US$),5942.29274,2012
New Caledonia,NCL,GDP per capita (current US$),0.0,2012
Niger,NER,GDP per capita (current US$),529.7444581,2012
Nigeria,NGA,GDP per capita (current US$),2723.822191,2012
Nicaragua,NIC,GDP per capita (current US$),1760.467407,2012
Netherlands,NLD,GDP per capita (current US$),50073.00566,2012
Norway,NOR,GDP per capita (current US$),101524.1419,2012
Nepal,NPL,GDP per capita (current US$),804.1416073,2012
Nauru,NRU,GDP per capita (current US$),9562.667866,2012
New Zealand,NZL,GDP per capita (current US$),39973.38076,2012
OECD members,OED,GDP per capita (current US$),37106.30082,2012
Oman,OMN,GDP per capita (current US$),21872.61054,2012
Other small states,OSS,GDP per capita (current US$),15218.68155,2012
Pakistan,PAK,GDP per capita (current US$),1198.117637,2012
Panama,PAN,GDP per capita (current US$),10722.25235,2012
Peru,PER,GDP per capita (current US$),6528.971775,2012
Philippines,PHL,GDP per capita (current US$),2694.305109,2012
Palau,PLW,GDP per capita (current US$),12044.10547,2012
Papua New Guinea,PNG,GDP per capita (current US$),2790.676303,2012
Poland,POL,GDP per capita (current US$),13097.27085,2012
Pre-demographic dividend,PRE,GDP per capita (current US$),1672.779198,2012
Puerto Rico,PRI,GDP per capita (current US$),27944.73389,2012
"Korea, Dem. People's Rep.",PRK,GDP per capita (current US$),0.0,2012
Portugal,PRT,GDP per capita (current US$),20564.88986,2012
Paraguay,PRY,GDP per capita (current US$),5185.141549,2012
West Bank and Gaza,PSE,GDP per capita (current US$),3067.438727,2012
Pacific island small states,PSS,GDP per capita (current US$),3608.92391,2012
Post-demographic dividend,PST,GDP per capita (current US$),42167.5133,2012
French Polynesia,PYF,GDP per capita (current US$),0.0,2012
Qatar,QAT,GDP per capita (current US$),85075.98654,2012
Romania,ROU,GDP per capita (current US$),8507.104775,2012
Russian Federation,RUS,GDP per capita (current US$),15420.87454,2012
Rwanda,RWA,GDP per capita (current US$),725.1697703,2012
South Asia,SAS,GDP per capita (current US$),1366.115421,2012
Saudi Arabia,SAU,GDP per capita (current US$),25243.602,2012
Sudan,SDN,GDP per capita (current US$),1332.914187,2012
Senegal,SEN,GDP per capita (current US$),1317.779802,2012
Singapore,SGP,GDP per capita (current US$),55546.48854,2012
Solomon Islands,SLB,GDP per capita (current US$),2141.821522,2012
Sierra Leone,SLE,GDP per capita (current US$),566.3782351,2012
El Salvador,SLV,GDP per capita (current US$),3428.409332,2012
San Marino,SMR,GDP per capita (current US$),49988.46363,2012
Somalia,SOM,GDP per capita (current US$),0.0,2012
Serbia,SRB,GDP per capita (current US$),6015.945228,2012
Sub-Saharan Africa (excluding high income),SSA,GDP per capita (current US$),1775.533706,2012
South Sudan,SSD,GDP per capita (current US$),1179.739711,2012
Sub-Saharan Africa,SSF,GDP per capita (current US$),1776.51779,2012
Small states,SST,GDP per capita (current US$),13525.35314,2012
Sao Tome and Principe,STP,GDP per capita (current US$),1330.620114,2012
Suriname,SUR,GDP per capita (current US$),9200.974786,2012
Slovak Republic,SVK,GDP per capita (current US$),17481.89544,2012
Slovenia,SVN,GDP per capita (current US$),22643.10025,2012
Sweden,SWE,GDP per capita (current US$),58037.82132,2012
Eswatini,SWZ,GDP per capita (current US$),4527.681573,2012
Sint Maarten (Dutch part),SXM,GDP per capita (current US$),28460.33262,2012
Seychelles,SYC,GDP per capita (current US$),12006.68296,2012
Syrian Arab Republic,SYR,GDP per capita (current US$),0.0,2012
Turks and Caicos Islands,TCA,GDP per capita (current US$),21345.02598,2012
Chad,TCD,GDP per capita (current US$),967.3529488,2012
East Asia & Pacific (IDA & IBRD countries),TEA,GDP per capita (current US$),5432.816401,2012
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita (current US$),10406.48496,2012
Togo,TGO,GDP per capita (current US$),571.8067239,2012
Thailand,THA,GDP per capita (current US$),5860.581471,2012
Tajikistan,TJK,GDP per capita (current US$),969.2961039,2012
Turkmenistan,TKM,GDP per capita (current US$),6675.178055,2012
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP per capita (current US$),10123.72578,2012
Timor-Leste,TLS,GDP per capita (current US$),1013.042872,2012
Middle East & North Africa (IDA & IBRD countries),TMN,GDP per capita (current US$),5036.826624,2012
Tonga,TON,GDP per capita (current US$),4581.783245,2012
South Asia (IDA & IBRD),TSA,GDP per capita (current US$),1366.115421,2012
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP per capita (current US$),1776.51779,2012
Trinidad and Tobago,TTO,GDP per capita (current US$),19157.45977,2012
Tunisia,TUN,GDP per capita (current US$),4152.684394,2012
Turkey,TUR,GDP per capita (current US$),11795.63346,2012
Tuvalu,TUV,GDP per capita (current US$),3506.308144,2012
Tanzania,TZA,GDP per capita (current US$),867.8574989,2012
Uganda,UGA,GDP per capita (current US$),786.738711,2012
Ukraine,UKR,GDP per capita (current US$),3855.417729,2012
Upper middle income,UMC,GDP per capita (current US$),8031.697227,2012
Uruguay,URY,GDP per capita (current US$),15171.58017,2012
United States,USA,GDP per capita (current US$),51602.93105,2012
Uzbekistan,UZB,GDP per capita (current US$),2137.025122,2012
St. Vincent and the Grenadines,VCT,GDP per capita (current US$),6390.310632,2012
"Venezuela, RB",VEN,GDP per capita (current US$),12986.22269,2012
British Virgin Islands,VGB,GDP per capita (current US$),0.0,2012
Virgin Islands (U.S.),VIR,GDP per capita (current US$),37850.77827,2012
Vietnam,VNM,GDP per capita (current US$),1735.152116,2012
Vanuatu,VUT,GDP per capita (current US$),2997.293432,2012
World,WLD,GDP per capita (current US$),10608.95188,2012
Samoa,WSM,GDP per capita (current US$),4022.177848,2012
Kosovo,XKX,GDP per capita (current US$),3596.804655,2012
"Yemen, Rep.",YEM,GDP per capita (current US$),1446.536472,2012
South Africa,ZAF,GDP per capita (current US$),7501.661096,2012
Zambia,ZMB,GDP per capita (current US$),1763.069442,2012
Zimbabwe,ZWE,GDP per capita (current US$),1304.968011,2012
Aruba,ABW,GDP per capita (current US$),26441.61994,2013
Africa Eastern and Southern,AFE,GDP per capita (current US$),1648.867514,2013
Afghanistan,AFG,GDP per capita (current US$),637.165464,2013
Africa Western and Central,AFW,GDP per capita (current US$),2123.392433,2013
Angola,AGO,GDP per capita (current US$),5254.881126,2013
Albania,ALB,GDP per capita (current US$),4413.060861,2013
Andorra,AND,GDP per capita (current US$),39540.72481,2013
Arab World,ARB,GDP per capita (current US$),7505.174192,2013
United Arab Emirates,ARE,GDP per capita (current US$),42412.6395,2013
Argentina,ARG,GDP per capita (current US$),13080.25473,2013
Armenia,ARM,GDP per capita (current US$),3838.17388,2013
American Samoa,ASM,GDP per capita (current US$),11450.7242,2013
Antigua and Barbuda,ATG,GDP per capita (current US$),12910.59063,2013
Australia,AUS,GDP per capita (current US$),68150.10704,2013
Austria,AUT,GDP per capita (current US$),50716.70871,2013
Azerbaijan,AZE,GDP per capita (current US$),7875.756953,2013
Burundi,BDI,GDP per capita (current US$),256.9756471,2013
Belgium,BEL,GDP per capita (current US$),46744.66254,2013
Benin,BEN,GDP per capita (current US$),1251.209707,2013
Burkina Faso,BFA,GDP per capita (current US$),787.4694383,2013
Bangladesh,BGD,GDP per capita (current US$),981.8608514,2013
Bulgaria,BGR,GDP per capita (current US$),7655.129708,2013
Bahrain,BHR,GDP per capita (current US$),24744.29696,2013
"Bahamas, The",BHS,GDP per capita (current US$),28784.02449,2013
Bosnia and Herzegovina,BIH,GDP per capita (current US$),5131.404646,2013
Belarus,BLR,GDP per capita (current US$),7978.872615,2013
Belize,BLZ,GDP per capita (current US$),4568.641228,2013
Bermuda,BMU,GDP per capita (current US$),99471.6389,2013
Bolivia,BOL,GDP per capita (current US$),2908.200371,2013
Brazil,BRA,GDP per capita (current US$),12300.32482,2013
Barbados,BRB,GDP per capita (current US$),16451.27931,2013
Brunei Darussalam,BRN,GDP per capita (current US$),44740.85942,2013
Bhutan,BTN,GDP per capita (current US$),2472.724753,2013
Botswana,BWA,GDP per capita (current US$),7224.912737,2013
Central African Republic,CAF,GDP per capita (current US$),380.2978928,2013
Canada,CAN,GDP per capita (current US$),52635.17496,2013
Central Europe and the Baltics,CEB,GDP per capita (current US$),13712.8087,2013
Switzerland,CHE,GDP per capita (current US$),88109.48675,2013
Channel Islands,CHI,GDP per capita (current US$),0.0,2013
Chile,CHL,GDP per capita (current US$),15842.93648,2013
China,CHN,GDP per capita (current US$),7050.646271,2013
Cote d'Ivoire,CIV,GDP per capita (current US$),1415.871694,2013
Cameroon,CMR,GDP per capita (current US$),1465.63871,2013
"Congo, Dem. Rep.",COD,GDP per capita (current US$),457.9637475,2013
"Congo, Rep.",COG,GDP per capita (current US$),3883.746848,2013
Colombia,COL,GDP per capita (current US$),8218.347844,2013
Comoros,COM,GDP per capita (current US$),1505.33722,2013
Cabo Verde,CPV,GDP per capita (current US$),3616.03557,2013
Costa Rica,CRI,GDP per capita (current US$),10744.09102,2013
Caribbean small states,CSS,GDP per capita (current US$),10306.88816,2013
Cuba,CUB,GDP per capita (current US$),6837.71168,2013
Curacao,CUW,GDP per capita (current US$),20462.71795,2013
Cayman Islands,CYM,GDP per capita (current US$),73514.66868,2013
Cyprus,CYP,GDP per capita (current US$),27729.1927,2013
Czech Republic,CZE,GDP per capita (current US$),20133.16914,2013
Germany,DEU,GDP per capita (current US$),46285.76407,2013
Djibouti,DJI,GDP per capita (current US$),2312.720948,2013
Dominica,DMA,GDP per capita (current US$),7016.380071,2013
Denmark,DNK,GDP per capita (current US$),61191.1937,2013
Dominican Republic,DOM,GDP per capita (current US$),6238.132367,2013
Algeria,DZA,GDP per capita (current US$),5499.587331,2013
East Asia & Pacific (excluding high income),EAP,GDP per capita (current US$),5890.471604,2013
Early-demographic dividend,EAR,GDP per capita (current US$),3378.604105,2013
East Asia & Pacific,EAS,GDP per capita (current US$),9465.403888,2013
Europe & Central Asia (excluding high income),ECA,GDP per capita (current US$),10689.03919,2013
Europe & Central Asia,ECS,GDP per capita (current US$),26102.0502,2013
Ecuador,ECU,GDP per capita (current US$),6056.331213,2013
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),3262.657586,2013
Euro area,EMU,GDP per capita (current US$),39100.92794,2013
Eritrea,ERI,GDP per capita (current US$),0.0,2013
Spain,ESP,GDP per capita (current US$),29059.54795,2013
Estonia,EST,GDP per capita (current US$),19174.10033,2013
Ethiopia,ETH,GDP per capita (current US$),499.5315302,2013
European Union,EUU,GDP per capita (current US$),34560.52273,2013
Fragile and conflict affected situations,FCS,GDP per capita (current US$),2362.401197,2013
Finland,FIN,GDP per capita (current US$),49878.04324,2013
Fiji,FJI,GDP per capita (current US$),4840.72727,2013
France,FRA,GDP per capita (current US$),42592.93539,2013
Faroe Islands,FRO,GDP per capita (current US$),54843.31929,2013
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),2994.792394,2013
Gabon,GAB,GDP per capita (current US$),9683.58162,2013
United Kingdom,GBR,GDP per capita (current US$),43401.31053,2013
Georgia,GEO,GDP per capita (current US$),4623.745725,2013
Ghana,GHA,GDP per capita (current US$),2361.090324,2013
Gibraltar,GIB,GDP per capita (current US$),0.0,2013
Guinea,GIN,GDP per capita (current US$),769.0031667,2013
"Gambia, The",GMB,GDP per capita (current US$),700.5160422,2013
Guinea-Bissau,GNB,GDP per capita (current US$),634.6620391,2013
Equatorial Guinea,GNQ,GDP per capita (current US$),20390.73727,2013
Greece,GRC,GDP per capita (current US$),21749.15248,2013
Grenada,GRD,GDP per capita (current US$),7789.632355,2013
Greenland,GRL,GDP per capita (current US$),47535.58995,2013
Guatemala,GTM,GDP per capita (current US$),3522.773706,2013
Guam,GUM,GDP per capita (current US$),33656.45357,2013
Guyana,GUY,GDP per capita (current US$),5489.142758,2013
High income,HIC,GDP per capita (current US$),42321.54871,2013
"Hong Kong SAR, China",HKG,GDP per capita (current US$),38403.77771,2013
Honduras,HND,GDP per capita (current US$),2102.592449,2013
Heavily indebted poor countries (HIPC),HPC,GDP per capita (current US$),945.0036949,2013
Croatia,HRV,GDP per capita (current US$),13674.4178,2013
Haiti,HTI,GDP per capita (current US$),1393.956085,2013
Hungary,HUN,GDP per capita (current US$),13687.51406,2013
IBRD only,IBD,GDP per capita (current US$),5824.770745,2013
IDA & IBRD total,IBT,GDP per capita (current US$),4737.412327,2013
IDA total,IDA,GDP per capita (current US$),1347.17426,2013
IDA blend,IDB,GDP per capita (current US$),1972.596895,2013
Indonesia,IDN,GDP per capita (current US$),3623.927241,2013
IDA only,IDX,GDP per capita (current US$),1022.148077,2013
Isle of Man,IMN,GDP per capita (current US$),83357.13268,2013
India,IND,GDP per capita (current US$),1449.610451,2013
Not classified,INX,GDP per capita (current US$),0.0,2013
Ireland,IRL,GDP per capita (current US$),51577.27936,2013
"Iran, Islamic Rep.",IRN,GDP per capita (current US$),6018.3229,2013
Iraq,IRQ,GDP per capita (current US$),7076.552265,2013
Iceland,ISL,GDP per capita (current US$),49804.983,2013
Israel,ISR,GDP per capita (current US$),36316.47837,2013
Italy,ITA,GDP per capita (current US$),35549.9747,2013
Jamaica,JAM,GDP per capita (current US$),4989.734089,2013
Jordan,JOR,GDP per capita (current US$),4044.426869,2013
Japan,JPN,GDP per capita (current US$),40454.44746,2013
Kazakhstan,KAZ,GDP per capita (current US$),13890.63096,2013
Kenya,KEN,GDP per capita (current US$),1210.385435,2013
Kyrgyz Republic,KGZ,GDP per capita (current US$),1282.437162,2013
Cambodia,KHM,GDP per capita (current US$),1013.420536,2013
Kiribati,KIR,GDP per capita (current US$),1715.813041,2013
St. Kitts and Nevis,KNA,GDP per capita (current US$),16685.94759,2013
"Korea, Rep.",KOR,GDP per capita (current US$),27182.73431,2013
Kuwait,KWT,GDP per capita (current US$),49388.05338,2013
Latin America & Caribbean (excluding high income),LAC,GDP per capita (current US$),9829.36977,2013
Lao PDR,LAO,GDP per capita (current US$),1825.665672,2013
Lebanon,LBN,GDP per capita (current US$),7933.233249,2013
Liberia,LBR,GDP per capita (current US$),721.9295456,2013
Libya,LBY,GDP per capita (current US$),10363.80425,2013
St. Lucia,LCA,GDP per capita (current US$),9378.985047,2013
Latin America & Caribbean,LCN,GDP per capita (current US$),10339.94815,2013
Least developed countries: UN classification,LDC,GDP per capita (current US$),997.6942912,2013
Low income,LIC,GDP per capita (current US$),828.5573585,2013
Liechtenstein,LIE,GDP per capita (current US$),173030.2083,2013
Sri Lanka,LKA,GDP per capita (current US$),3610.289363,2013
Lower middle income,LMC,GDP per capita (current US$),2093.378612,2013
Low & middle income,LMY,GDP per capita (current US$),4578.637987,2013
Lesotho,LSO,GDP per capita (current US$),1166.911756,2013
Late-demographic dividend,LTE,GDP per capita (current US$),8547.817337,2013
Lithuania,LTU,GDP per capita (current US$),15729.65247,2013
Luxembourg,LUX,GDP per capita (current US$),113625.1329,2013
Latvia,LVA,GDP per capita (current US$),15122.73528,2013
"Macao SAR, China",MAC,GDP per capita (current US$),89260.7571,2013
St. Martin (French part),MAF,GDP per capita (current US$),0.0,2013
Morocco,MAR,GDP per capita (current US$),3121.680081,2013
Monaco,MCO,GDP per capita (current US$),177673.7454,2013
Moldova,MDA,GDP per capita (current US$),3322.038436,2013
Madagascar,MDG,GDP per capita (current US$),541.0660586,2013
Maldives,MDV,GDP per capita (current US$),7928.476443,2013
Middle East & North Africa,MEA,GDP per capita (current US$),8656.287655,2013
Mexico,MEX,GDP per capita (current US$),10725.18359,2013
Marshall Islands,MHL,GDP per capita (current US$),3246.63025,2013
Middle income,MIC,GDP per capita (current US$),4962.139483,2013
North Macedonia,MKD,GDP per capita (current US$),5210.153044,2013
Mali,MLI,GDP per capita (current US$),805.0339796,2013
Malta,MLT,GDP per capita (current US$),24771.07658,2013
Myanmar,MMR,GDP per capita (current US$),1121.942049,2013
Middle East & North Africa (excluding high income),MNA,GDP per capita (current US$),4609.466436,2013
Montenegro,MNE,GDP per capita (current US$),7189.295425,2013
Mongolia,MNG,GDP per capita (current US$),4366.089537,2013
Northern Mariana Islands,MNP,GDP per capita (current US$),14091.19118,2013
Mozambique,MOZ,GDP per capita (current US$),664.0775104,2013
Mauritania,MRT,GDP per capita (current US$),1892.094,2013
Mauritius,MUS,GDP per capita (current US$),9637.015729,2013
Malawi,MWI,GDP per capita (current US$),348.4298737,2013
Malaysia,MYS,GDP per capita (current US$),10970.1043,2013
North America,NAC,GDP per capita (current US$),53068.03255,2013
Namibia,NAM,GDP per capita (current US$),5392.09494,2013
New Caledonia,NCL,GDP per capita (current US$),0.0,2013
Niger,NER,GDP per capita (current US$),552.569139,2013
Nigeria,NGA,GDP per capita (current US$),2961.549422,2013
Nicaragua,NIC,GDP per capita (current US$),1811.636803,2013
Netherlands,NLD,GDP per capita (current US$),52184.06185,2013
Norway,NOR,GDP per capita (current US$),102913.4508,2013
Nepal,NPL,GDP per capita (current US$),823.3598746,2013
Nauru,NRU,GDP per capita (current US$),9648.495655,2013
New Zealand,NZL,GDP per capita (current US$),42976.64959,2013
OECD members,OED,GDP per capita (current US$),37369.45394,2013
Oman,OMN,GDP per capita (current US$),20865.78787,2013
Other small states,OSS,GDP per capita (current US$),15558.62187,2013
Pakistan,PAK,GDP per capita (current US$),1208.91771,2013
Panama,PAN,GDP per capita (current US$),11889.07056,2013
Peru,PER,GDP per capita (current US$),6756.752996,2013
Philippines,PHL,GDP per capita (current US$),2871.429701,2013
Palau,PLW,GDP per capita (current US$),12561.33614,2013
Papua New Guinea,PNG,GDP per capita (current US$),2729.888751,2013
Poland,POL,GDP per capita (current US$),13696.4663,2013
Pre-demographic dividend,PRE,GDP per capita (current US$),1780.21985,2013
Puerto Rico,PRI,GDP per capita (current US$),28513.16574,2013
"Korea, Dem. People's Rep.",PRK,GDP per capita (current US$),0.0,2013
Portugal,PRT,GDP per capita (current US$),21647.04181,2013
Paraguay,PRY,GDP per capita (current US$),5936.975959,2013
West Bank and Gaza,PSE,GDP per capita (current US$),3315.297539,2013
Pacific island small states,PSS,GDP per capita (current US$),3702.149345,2013
Post-demographic dividend,PST,GDP per capita (current US$),42406.93067,2013
French Polynesia,PYF,GDP per capita (current US$),0.0,2013
Qatar,QAT,GDP per capita (current US$),85050.68435,2013
Romania,ROU,GDP per capita (current US$),9547.852151,2013
Russian Federation,RUS,GDP per capita (current US$),15974.64463,2013
Rwanda,RWA,GDP per capita (current US$),722.8943285,2013
South Asia,SAS,GDP per capita (current US$),1383.560005,2013
Saudi Arabia,SAU,GDP per capita (current US$),24845.12466,2013
Sudan,SDN,GDP per capita (current US$),1381.489462,2013
Senegal,SEN,GDP per capita (current US$),1372.665779,2013
Singapore,SGP,GDP per capita (current US$),56967.42579,2013
Solomon Islands,SLB,GDP per capita (current US$),2248.614935,2013
Sierra Leone,SLE,GDP per capita (current US$),716.8358269,2013
El Salvador,SLV,GDP per capita (current US$),3509.528132,2013
San Marino,SMR,GDP per capita (current US$),51570.98395,2013
Somalia,SOM,GDP per capita (current US$),297.9553578,2013
Serbia,SRB,GDP per capita (current US$),6755.073675,2013
Sub-Saharan Africa (excluding high income),SSA,GDP per capita (current US$),1839.496037,2013
South Sudan,SSD,GDP per capita (current US$),1779.470365,2013
Sub-Saharan Africa,SSF,GDP per capita (current US$),1840.729073,2013
Small states,SST,GDP per capita (current US$),13821.99569,2013
Sao Tome and Principe,STP,GDP per capita (current US$),1564.768548,2013
Suriname,SUR,GDP per capita (current US$),9402.164419,2013
Slovak Republic,SVK,GDP per capita (current US$),18260.01577,2013
Slovenia,SVN,GDP per capita (current US$),23496.6025,2013
Sweden,SWE,GDP per capita (current US$),61126.9432,2013
Eswatini,SWZ,GDP per capita (current US$),4230.328486,2013
Sint Maarten (Dutch part),SXM,GDP per capita (current US$),27942.88054,2013
Seychelles,SYC,GDP per capita (current US$),14765.67398,2013
Syrian Arab Republic,SYR,GDP per capita (current US$),0.0,2013
Turks and Caicos Islands,TCA,GDP per capita (current US$),21715.31397,2013
Chad,TCD,GDP per capita (current US$),979.8117426,2013
East Asia & Pacific (IDA & IBRD countries),TEA,GDP per capita (current US$),5953.112445,2013
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita (current US$),10973.16488,2013
Togo,TGO,GDP per capita (current US$),621.3988536,2013
Thailand,THA,GDP per capita (current US$),6168.261356,2013
Tajikistan,TJK,GDP per capita (current US$),1048.225602,2013
Turkmenistan,TKM,GDP per capita (current US$),7304.285771,2013
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP per capita (current US$),10261.55107,2013
Timor-Leste,TLS,GDP per capita (current US$),1210.03999,2013
Middle East & North Africa (IDA & IBRD countries),TMN,GDP per capita (current US$),4624.312535,2013
Tonga,TON,GDP per capita (current US$),4428.146521,2013
South Asia (IDA & IBRD),TSA,GDP per capita (current US$),1383.560005,2013
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP per capita (current US$),1840.729073,2013
Trinidad and Tobago,TTO,GDP per capita (current US$),20143.54541,2013
Tunisia,TUN,GDP per capita (current US$),4222.70514,2013
Turkey,TUR,GDP per capita (current US$),12614.78161,2013
Tuvalu,TUV,GDP per capita (current US$),3457.376266,2013
Tanzania,TZA,GDP per capita (current US$),970.3996014,2013
Uganda,UGA,GDP per capita (current US$),806.6119363,2013
Ukraine,UKR,GDP per capita (current US$),4029.711252,2013
Upper middle income,UMC,GDP per capita (current US$),8566.499744,2013
Uruguay,URY,GDP per capita (current US$),16973.68924,2013
United States,USA,GDP per capita (current US$),53106.53677,2013
Uzbekistan,UZB,GDP per capita (current US$),2281.410973,2013
St. Vincent and the Grenadines,VCT,GDP per capita (current US$),6639.484897,2013
"Venezuela, RB",VEN,GDP per capita (current US$),12457.7686,2013
British Virgin Islands,VGB,GDP per capita (current US$),0.0,2013
Virgin Islands (U.S.),VIR,GDP per capita (current US$),34820.11459,2013
Vietnam,VNM,GDP per capita (current US$),1886.69017,2013
Vanuatu,VUT,GDP per capita (current US$),2954.774511,2013
World,WLD,GDP per capita (current US$),10785.97095,2013
Samoa,WSM,GDP per capita (current US$),4037.615168,2013
Kosovo,XKX,GDP per capita (current US$),3891.266363,2013
"Yemen, Rep.",YEM,GDP per capita (current US$),1607.152173,2013
South Africa,ZAF,GDP per capita (current US$),6832.725546,2013
Zambia,ZMB,GDP per capita (current US$),1878.346811,2013
Zimbabwe,ZWE,GDP per capita (current US$),1429.998461,2013
Aruba,ABW,GDP per capita (current US$),26893.01151,2014
Africa Eastern and Southern,AFE,GDP per capita (current US$),1654.314865,2014
Afghanistan,AFG,GDP per capita (current US$),613.8565052,2014
Africa Western and Central,AFW,GDP per capita (current US$),2166.743309,2014
Angola,AGO,GDP per capita (current US$),5408.4117,2014
Albania,ALB,GDP per capita (current US$),4578.631994,2014
Andorra,AND,GDP per capita (current US$),41303.92937,2014
Arab World,ARB,GDP per capita (current US$),7436.580078,2014
United Arab Emirates,ARE,GDP per capita (current US$),43751.80565,2014
Argentina,ARG,GDP per capita (current US$),12334.79825,2014
Armenia,ARM,GDP per capita (current US$),3986.231624,2014
American Samoa,ASM,GDP per capita (current US$),11525.15639,2014
Antigua and Barbuda,ATG,GDP per capita (current US$),13501.58092,2014
Australia,AUS,GDP per capita (current US$),62510.79117,2014
Austria,AUT,GDP per capita (current US$),51717.49594,2014
Azerbaijan,AZE,GDP per capita (current US$),7891.313147,2014
Burundi,BDI,GDP per capita (current US$),274.8578422,2014
Belgium,BEL,GDP per capita (current US$),47700.54036,2014
Benin,BEN,GDP per capita (current US$),1291.410107,2014
Burkina Faso,BFA,GDP per capita (current US$),792.8462374,2014
Bangladesh,BGD,GDP per capita (current US$),1118.873808,2014
Bulgaria,BGR,GDP per capita (current US$),7876.866465,2014
Bahrain,BHR,GDP per capita (current US$),24989.43753,2014
"Bahamas, The",BHS,GDP per capita (current US$),29980.70826,2014
Bosnia and Herzegovina,BIH,GDP per capita (current US$),5329.631984,2014
Belarus,BLR,GDP per capita (current US$),8318.51269,2014
Belize,BLZ,GDP per capita (current US$),4718.436581,2014
Bermuda,BMU,GDP per capita (current US$),98467.68399,2014
Bolivia,BOL,GDP per capita (current US$),3081.878824,2014
Brazil,BRA,GDP per capita (current US$),12112.58767,2014
Barbados,BRB,GDP per capita (current US$),16489.07224,2014
Brunei Darussalam,BRN,GDP per capita (current US$),41725.86752,2014
Bhutan,BTN,GDP per capita (current US$),2652.225654,2014
Botswana,BWA,GDP per capita (current US$),7780.634758,2014
Central African Republic,CAF,GDP per capita (current US$),424.449106,2014
Canada,CAN,GDP per capita (current US$),50955.99832,2014
Central Europe and the Baltics,CEB,GDP per capita (current US$),14153.74762,2014
Switzerland,CHE,GDP per capita (current US$),89684.70758,2014
Channel Islands,CHI,GDP per capita (current US$),0.0,2014
Chile,CHL,GDP per capita (current US$),14670.98891,2014
China,CHN,GDP per capita (current US$),7678.599486,2014
Cote d'Ivoire,CIV,GDP per capita (current US$),1561.464413,2014
Cameroon,CMR,GDP per capita (current US$),1542.620606,2014
"Congo, Dem. Rep.",COD,GDP per capita (current US$),486.7870951,2014
"Congo, Rep.",COG,GDP per capita (current US$),3776.485568,2014
Colombia,COL,GDP per capita (current US$),8114.343921,2014
Comoros,COM,GDP per capita (current US$),1513.83039,2014
Cabo Verde,CPV,GDP per capita (current US$),3588.625584,2014
Costa Rica,CRI,GDP per capita (current US$),10847.16967,2014
Caribbean small states,CSS,GDP per capita (current US$),10377.11289,2014
Cuba,CUB,GDP per capita (current US$),7133.337679,2014
Curacao,CUW,GDP per capita (current US$),20258.00969,2014
Cayman Islands,CYM,GDP per capita (current US$),74990.43322,2014
Cyprus,CYP,GDP per capita (current US$),27163.33297,2014
Czech Republic,CZE,GDP per capita (current US$),19890.91991,2014
Germany,DEU,GDP per capita (current US$),47959.99327,2014
Djibouti,DJI,GDP per capita (current US$),2464.297678,2014
Dominica,DMA,GDP per capita (current US$),7317.486143,2014
Denmark,DNK,GDP per capita (current US$),62548.98473,2014
Dominican Republic,DOM,GDP per capita (current US$),6608.825501,2014
Algeria,DZA,GDP per capita (current US$),5493.056663,2014
East Asia & Pacific (excluding high income),EAP,GDP per capita (current US$),6303.515561,2014
Early-demographic dividend,EAR,GDP per capita (current US$),3447.097437,2014
East Asia & Pacific,EAS,GDP per capita (current US$),9700.755546,2014
Europe & Central Asia (excluding high income),ECA,GDP per capita (current US$),9916.756704,2014
Europe & Central Asia,ECS,GDP per capita (current US$),26334.39368,2014
Ecuador,ECU,GDP per capita (current US$),6377.093929,2014
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),3379.557986,2014
Euro area,EMU,GDP per capita (current US$),39854.42162,2014
Eritrea,ERI,GDP per capita (current US$),0.0,2014
Spain,ESP,GDP per capita (current US$),29461.55033,2014
Estonia,EST,GDP per capita (current US$),20367.10316,2014
Ethiopia,ETH,GDP per capita (current US$),566.9264029,2014
European Union,EUU,GDP per capita (current US$),35239.1751,2014
Fragile and conflict affected situations,FCS,GDP per capita (current US$),2504.444544,2014
Finland,FIN,GDP per capita (current US$),50260.29986,2014
