Country Name,Country Code,Indicator Name,PopulationDepedency,Year
Timor-Leste,TLS,Age dependency ratio (% of working-age population),93.95230538,2002
Middle East & North Africa (IDA & IBRD countries),TMN,Age dependency ratio (% of working-age population),66.64905377,2002
Tonga,TON,Age dependency ratio (% of working-age population),77.76321695,2002
South Asia (IDA & IBRD),TSA,Age dependency ratio (% of working-age population),65.8347316,2002
Sub-Saharan Africa (IDA & IBRD countries),TSS,Age dependency ratio (% of working-age population),90.18728911,2002
Trinidad and Tobago,TTO,Age dependency ratio (% of working-age population),43.92493244,2002
Tunisia,TUN,Age dependency ratio (% of working-age population),53.61711154,2002
Turkey,TUR,Age dependency ratio (% of working-age population),56.6387111,2002
Tuvalu,TUV,Age dependency ratio (% of working-age population),0.0,2002
Tanzania,TZA,Age dependency ratio (% of working-age population),89.8093145,2002
Uganda,UGA,Age dependency ratio (% of working-age population),108.1132911,2002
Ukraine,UKR,Age dependency ratio (% of working-age population),44.3410416,2002
Upper middle income,UMC,Age dependency ratio (% of working-age population),48.38939021,2002
Uruguay,URY,Age dependency ratio (% of working-age population),60.22481263,2002
United States,USA,Age dependency ratio (% of working-age population),50.80181132,2002
Uzbekistan,UZB,Age dependency ratio (% of working-age population),67.14691046,2002
St. Vincent and the Grenadines,VCT,Age dependency ratio (% of working-age population),59.15984451,2002
"Venezuela, RB",VEN,Age dependency ratio (% of working-age population),60.63564478,2002
British Virgin Islands,VGB,Age dependency ratio (% of working-age population),0.0,2002
Virgin Islands (U.S.),VIR,Age dependency ratio (% of working-age population),50.0131337,2002
Vietnam,VNM,Age dependency ratio (% of working-age population),56.64735146,2002
Vanuatu,VUT,Age dependency ratio (% of working-age population),78.58807061,2002
World,WLD,Age dependency ratio (% of working-age population),58.82346558,2002
Samoa,WSM,Age dependency ratio (% of working-age population),80.8294723,2002
Kosovo,XKX,Age dependency ratio (% of working-age population),0.0,2002
"Yemen, Rep.",YEM,Age dependency ratio (% of working-age population),102.3800693,2002
South Africa,ZAF,Age dependency ratio (% of working-age population),59.2719899,2002
Zambia,ZMB,Age dependency ratio (% of working-age population),96.29593251,2002
Zimbabwe,ZWE,Age dependency ratio (% of working-age population),81.02932197,2002
Aruba,ABW,Age dependency ratio (% of working-age population),43.77213652,2003
Africa Eastern and Southern,AFE,Age dependency ratio (% of working-age population),89.98552388,2003
Afghanistan,AFG,Age dependency ratio (% of working-age population),102.6632376,2003
Africa Western and Central,AFW,Age dependency ratio (% of working-age population),89.75586171,2003
Angola,AGO,Age dependency ratio (% of working-age population),98.47794501,2003
Albania,ALB,Age dependency ratio (% of working-age population),56.31671298,2003
Andorra,AND,Age dependency ratio (% of working-age population),0.0,2003
Arab World,ARB,Age dependency ratio (% of working-age population),70.7701237,2003
United Arab Emirates,ARE,Age dependency ratio (% of working-age population),27.22893854,2003
Argentina,ARG,Age dependency ratio (% of working-age population),60.25089063,2003
Armenia,ARM,Age dependency ratio (% of working-age population),52.46030419,2003
American Samoa,ASM,Age dependency ratio (% of working-age population),0.0,2003
Antigua and Barbuda,ATG,Age dependency ratio (% of working-age population),51.83788337,2003
Australia,AUS,Age dependency ratio (% of working-age population),48.913221,2003
Austria,AUT,Age dependency ratio (% of working-age population),47.33293386,2003
Azerbaijan,AZE,Age dependency ratio (% of working-age population),53.11963046,2003
Burundi,BDI,Age dependency ratio (% of working-age population),102.2251569,2003
Belgium,BEL,Age dependency ratio (% of working-age population),52.6524342,2003
Benin,BEN,Age dependency ratio (% of working-age population),92.27873856,2003
Burkina Faso,BFA,Age dependency ratio (% of working-age population),97.39283964,2003
Bangladesh,BGD,Age dependency ratio (% of working-age population),65.4728123,2003
Bulgaria,BGR,Age dependency ratio (% of working-age population),45.9403815,2003
Bahrain,BHR,Age dependency ratio (% of working-age population),41.76034428,2003
"Bahamas, The",BHS,Age dependency ratio (% of working-age population),51.80028409,2003
Bosnia and Herzegovina,BIH,Age dependency ratio (% of working-age population),46.29413599,2003
Belarus,BLR,Age dependency ratio (% of working-age population),45.10735583,2003
Belize,BLZ,Age dependency ratio (% of working-age population),76.70190719,2003
Bermuda,BMU,Age dependency ratio (% of working-age population),0.0,2003
Bolivia,BOL,Age dependency ratio (% of working-age population),73.64063889,2003
Brazil,BRA,Age dependency ratio (% of working-age population),51.72325403,2003
Barbados,BRB,Age dependency ratio (% of working-age population),49.88335182,2003
Brunei Darussalam,BRN,Age dependency ratio (% of working-age population),46.30101249,2003
Bhutan,BTN,Age dependency ratio (% of working-age population),70.3161961,2003
Botswana,BWA,Age dependency ratio (% of working-age population),67.96261487,2003
Central African Republic,CAF,Age dependency ratio (% of working-age population),88.44811321,2003
Canada,CAN,Age dependency ratio (% of working-age population),45.20707408,2003
Central Europe and the Baltics,CEB,Age dependency ratio (% of working-age population),44.73232455,2003
Switzerland,CHE,Age dependency ratio (% of working-age population),47.80867973,2003
Channel Islands,CHI,Age dependency ratio (% of working-age population),45.74475317,2003
Chile,CHL,Age dependency ratio (% of working-age population),51.26167437,2003
China,CHN,Age dependency ratio (% of working-age population),41.60623466,2003
Cote d'Ivoire,CIV,Age dependency ratio (% of working-age population),88.44822325,2003
Cameroon,CMR,Age dependency ratio (% of working-age population),91.01568931,2003
"Congo, Dem. Rep.",COD,Age dependency ratio (% of working-age population),94.96330845,2003
"Congo, Rep.",COG,Age dependency ratio (% of working-age population),80.52903162,2003
Colombia,COL,Age dependency ratio (% of working-age population),58.39792022,2003
Comoros,COM,Age dependency ratio (% of working-age population),85.14874745,2003
Cabo Verde,CPV,Age dependency ratio (% of working-age population),83.0250542,2003
Costa Rica,CRI,Age dependency ratio (% of working-age population),53.81299179,2003
Caribbean small states,CSS,Age dependency ratio (% of working-age population),58.85649716,2003
Cuba,CUB,Age dependency ratio (% of working-age population),44.09722432,2003
Curacao,CUW,Age dependency ratio (% of working-age population),51.46994648,2003
Cayman Islands,CYM,Age dependency ratio (% of working-age population),0.0,2003
Cyprus,CYP,Age dependency ratio (% of working-age population),46.01736227,2003
Czech Republic,CZE,Age dependency ratio (% of working-age population),41.22644806,2003
Germany,DEU,Age dependency ratio (% of working-age population),48.94460142,2003
Djibouti,DJI,Age dependency ratio (% of working-age population),73.85549862,2003
Dominica,DMA,Age dependency ratio (% of working-age population),0.0,2003
Denmark,DNK,Age dependency ratio (% of working-age population),50.75846647,2003
Dominican Republic,DOM,Age dependency ratio (% of working-age population),63.76893013,2003
Algeria,DZA,Age dependency ratio (% of working-age population),55.51531498,2003
East Asia & Pacific (excluding high income),EAP,Age dependency ratio (% of working-age population),46.05317918,2003
Early-demographic dividend,EAR,Age dependency ratio (% of working-age population),64.64542327,2003
East Asia & Pacific,EAS,Age dependency ratio (% of working-age population),45.96893838,2003
Europe & Central Asia (excluding high income),ECA,Age dependency ratio (% of working-age population),48.83335443,2003
Europe & Central Asia,ECS,Age dependency ratio (% of working-age population),48.98224766,2003
Ecuador,ECU,Age dependency ratio (% of working-age population),64.18667185,2003
"Egypt, Arab Rep.",EGY,Age dependency ratio (% of working-age population),66.46672371,2003
Euro area,EMU,Age dependency ratio (% of working-age population),49.28352652,2003
Eritrea,ERI,Age dependency ratio (% of working-age population),81.32645108,2003
Spain,ESP,Age dependency ratio (% of working-age population),44.9036924,2003
Estonia,EST,Age dependency ratio (% of working-age population),47.42887873,2003
Ethiopia,ETH,Age dependency ratio (% of working-age population),98.74191077,2003
European Union,EUU,Age dependency ratio (% of working-age population),48.41807363,2003
Fragile and conflict affected situations,FCS,Age dependency ratio (% of working-age population),86.54910269,2003
Finland,FIN,Age dependency ratio (% of working-age population),49.80362936,2003
Fiji,FJI,Age dependency ratio (% of working-age population),56.24848026,2003
France,FRA,Age dependency ratio (% of working-age population),53.87257818,2003
Faroe Islands,FRO,Age dependency ratio (% of working-age population),0.0,2003
"Micronesia, Fed. Sts.",FSM,Age dependency ratio (% of working-age population),76.63329037,2003
Gabon,GAB,Age dependency ratio (% of working-age population),81.69111797,2003
United Kingdom,GBR,Age dependency ratio (% of working-age population),52.39448151,2003
Georgia,GEO,Age dependency ratio (% of working-age population),50.82708535,2003
Ghana,GHA,Age dependency ratio (% of working-age population),79.90608088,2003
Gibraltar,GIB,Age dependency ratio (% of working-age population),0.0,2003
Guinea,GIN,Age dependency ratio (% of working-age population),100.6349511,2003
"Gambia, The",GMB,Age dependency ratio (% of working-age population),97.53854244,2003
Guinea-Bissau,GNB,Age dependency ratio (% of working-age population),90.39449868,2003
Equatorial Guinea,GNQ,Age dependency ratio (% of working-age population),76.27417558,2003
Greece,GRC,Age dependency ratio (% of working-age population),47.59389569,2003
Grenada,GRD,Age dependency ratio (% of working-age population),63.03710555,2003
Greenland,GRL,Age dependency ratio (% of working-age population),0.0,2003
Guatemala,GTM,Age dependency ratio (% of working-age population),88.83484506,2003
Guam,GUM,Age dependency ratio (% of working-age population),56.38434996,2003
Guyana,GUY,Age dependency ratio (% of working-age population),68.6765152,2003
High income,HIC,Age dependency ratio (% of working-age population),48.8772577,2003
"Hong Kong SAR, China",HKG,Age dependency ratio (% of working-age population),37.27555663,2003
Honduras,HND,Age dependency ratio (% of working-age population),82.99107541,2003
Heavily indebted poor countries (HIPC),HPC,Age dependency ratio (% of working-age population),93.7701805,2003
Croatia,HRV,Age dependency ratio (% of working-age population),49.49723492,2003
Haiti,HTI,Age dependency ratio (% of working-age population),76.02790147,2003
Hungary,HUN,Age dependency ratio (% of working-age population),45.86156736,2003
IBRD only,IBD,Age dependency ratio (% of working-age population),52.87282002,2003
IDA & IBRD total,IBT,Age dependency ratio (% of working-age population),59.79757166,2003
IDA total,IDA,Age dependency ratio (% of working-age population),84.47016517,2003
IDA blend,IDB,Age dependency ratio (% of working-age population),82.98499472,2003
Indonesia,IDN,Age dependency ratio (% of working-age population),53.71241488,2003
IDA only,IDX,Age dependency ratio (% of working-age population),85.21447485,2003
Isle of Man,IMN,Age dependency ratio (% of working-age population),0.0,2003
India,IND,Age dependency ratio (% of working-age population),61.73157648,2003
Not classified,INX,Age dependency ratio (% of working-age population),0.0,2003
Ireland,IRL,Age dependency ratio (% of working-age population),44.76429787,2003
"Iran, Islamic Rep.",IRN,Age dependency ratio (% of working-age population),51.55711862,2003
Iraq,IRQ,Age dependency ratio (% of working-age population),84.67560304,2003
Iceland,ISL,Age dependency ratio (% of working-age population),52.18403734,2003
Israel,ISR,Age dependency ratio (% of working-age population),61.12951297,2003
Italy,ITA,Age dependency ratio (% of working-age population),50.06895297,2003
Jamaica,JAM,Age dependency ratio (% of working-age population),63.56905646,2003
Jordan,JOR,Age dependency ratio (% of working-age population),72.29130423,2003
Japan,JPN,Age dependency ratio (% of working-age population),48.6286523,2003
Kazakhstan,KAZ,Age dependency ratio (% of working-age population),49.37705369,2003
Kenya,KEN,Age dependency ratio (% of working-age population),87.51080604,2003
Kyrgyz Republic,KGZ,Age dependency ratio (% of working-age population),62.31544676,2003
Cambodia,KHM,Age dependency ratio (% of working-age population),71.85850416,2003
Kiribati,KIR,Age dependency ratio (% of working-age population),71.04680491,2003
St. Kitts and Nevis,KNA,Age dependency ratio (% of working-age population),0.0,2003
"Korea, Rep.",KOR,Age dependency ratio (% of working-age population),38.35722125,2003
Kuwait,KWT,Age dependency ratio (% of working-age population),40.2889856,2003
Latin America & Caribbean (excluding high income),LAC,Age dependency ratio (% of working-age population),59.03769101,2003
Lao PDR,LAO,Age dependency ratio (% of working-age population),82.92798136,2003
Lebanon,LBN,Age dependency ratio (% of working-age population),58.67099539,2003
Liberia,LBR,Age dependency ratio (% of working-age population),86.15975089,2003
Libya,LBY,Age dependency ratio (% of working-age population),54.79454394,2003
St. Lucia,LCA,Age dependency ratio (% of working-age population),58.73784968,2003
Latin America & Caribbean,LCN,Age dependency ratio (% of working-age population),58.74882517,2003
Least developed countries: UN classification,LDC,Age dependency ratio (% of working-age population),86.25570961,2003
Low income,LIC,Age dependency ratio (% of working-age population),93.58321887,2003
Liechtenstein,LIE,Age dependency ratio (% of working-age population),0.0,2003
Sri Lanka,LKA,Age dependency ratio (% of working-age population),48.1017108,2003
Lower middle income,LMC,Age dependency ratio (% of working-age population),65.61388666,2003
Low & middle income,LMY,Age dependency ratio (% of working-age population),59.88618392,2003
Lesotho,LSO,Age dependency ratio (% of working-age population),74.34496091,2003
Late-demographic dividend,LTE,Age dependency ratio (% of working-age population),44.60251352,2003
Lithuania,LTU,Age dependency ratio (% of working-age population),49.72831377,2003
Luxembourg,LUX,Age dependency ratio (% of working-age population),49.61571589,2003
Latvia,LVA,Age dependency ratio (% of working-age population),47.19254296,2003
"Macao SAR, China",MAC,Age dependency ratio (% of working-age population),36.30294018,2003
St. Martin (French part),MAF,Age dependency ratio (% of working-age population),0.0,2003
Morocco,MAR,Age dependency ratio (% of working-age population),59.49468323,2003
Monaco,MCO,Age dependency ratio (% of working-age population),0.0,2003
Moldova,MDA,Age dependency ratio (% of working-age population),43.36343204,2003
Madagascar,MDG,Age dependency ratio (% of working-age population),92.18556574,2003
Maldives,MDV,Age dependency ratio (% of working-age population),63.91703447,2003
Middle East & North Africa,MEA,Age dependency ratio (% of working-age population),64.04640587,2003
Mexico,MEX,Age dependency ratio (% of working-age population),61.64760118,2003
Marshall Islands,MHL,Age dependency ratio (% of working-age population),0.0,2003
Middle income,MIC,Age dependency ratio (% of working-age population),56.92961383,2003
North Macedonia,MKD,Age dependency ratio (% of working-age population),46.63767371,2003
Mali,MLI,Age dependency ratio (% of working-age population),99.43840244,2003
Malta,MLT,Age dependency ratio (% of working-age population),46.18171949,2003
Myanmar,MMR,Age dependency ratio (% of working-age population),56.90611463,2003
Middle East & North Africa (excluding high income),MNA,Age dependency ratio (% of working-age population),65.05871966,2003
Montenegro,MNE,Age dependency ratio (% of working-age population),49.77225916,2003
Mongolia,MNG,Age dependency ratio (% of working-age population),53.52061439,2003
Northern Mariana Islands,MNP,Age dependency ratio (% of working-age population),0.0,2003
Mozambique,MOZ,Age dependency ratio (% of working-age population),93.27040254,2003
Mauritania,MRT,Age dependency ratio (% of working-age population),85.14210547,2003
Mauritius,MUS,Age dependency ratio (% of working-age population),46.25682243,2003
Malawi,MWI,Age dependency ratio (% of working-age population),97.51739238,2003
Malaysia,MYS,Age dependency ratio (% of working-age population),56.1852567,2003
North America,NAC,Age dependency ratio (% of working-age population),49.96113773,2003
Namibia,NAM,Age dependency ratio (% of working-age population),78.74898455,2003
New Caledonia,NCL,Age dependency ratio (% of working-age population),53.45361913,2003
Niger,NER,Age dependency ratio (% of working-age population),105.5354565,2003
Nigeria,NGA,Age dependency ratio (% of working-age population),86.77276007,2003
Nicaragua,NIC,Age dependency ratio (% of working-age population),70.96746681,2003
Netherlands,NLD,Age dependency ratio (% of working-age population),47.75924207,2003
Norway,NOR,Age dependency ratio (% of working-age population),53.2822242,2003
Nepal,NPL,Age dependency ratio (% of working-age population),78.91788435,2003
Nauru,NRU,Age dependency ratio (% of working-age population),0.0,2003
New Zealand,NZL,Age dependency ratio (% of working-age population),51.44330296,2003
OECD members,OED,Age dependency ratio (% of working-age population),50.70684226,2003
Oman,OMN,Age dependency ratio (% of working-age population),58.94165191,2003
Other small states,OSS,Age dependency ratio (% of working-age population),69.68591317,2003
Pakistan,PAK,Age dependency ratio (% of working-age population),81.60409528,2003
Panama,PAN,Age dependency ratio (% of working-age population),58.44728274,2003
Peru,PER,Age dependency ratio (% of working-age population),61.77329956,2003
Philippines,PHL,Age dependency ratio (% of working-age population),69.74018555,2003
Palau,PLW,Age dependency ratio (% of working-age population),0.0,2003
Papua New Guinea,PNG,Age dependency ratio (% of working-age population),74.19418043,2003
Poland,POL,Age dependency ratio (% of working-age population),43.70828256,2003
Pre-demographic dividend,PRE,Age dependency ratio (% of working-age population),92.48653755,2003
Puerto Rico,PRI,Age dependency ratio (% of working-age population),53.07606844,2003
"Korea, Dem. People's Rep.",PRK,Age dependency ratio (% of working-age population),47.24396428,2003
Portugal,PRT,Age dependency ratio (% of working-age population),48.09382051,2003
Paraguay,PRY,Age dependency ratio (% of working-age population),70.39073226,2003
West Bank and Gaza,PSE,Age dependency ratio (% of working-age population),96.17074671,2003
Pacific island small states,PSS,Age dependency ratio (% of working-age population),69.13740001,2003
Post-demographic dividend,PST,Age dependency ratio (% of working-age population),48.59379046,2003
French Polynesia,PYF,Age dependency ratio (% of working-age population),52.09752751,2003
Qatar,QAT,Age dependency ratio (% of working-age population),31.95461073,2003
Romania,ROU,Age dependency ratio (% of working-age population),46.09961766,2003
Russian Federation,RUS,Age dependency ratio (% of working-age population),42.39248735,2003
Rwanda,RWA,Age dependency ratio (% of working-age population),86.48486204,2003
South Asia,SAS,Age dependency ratio (% of working-age population),64.92638365,2003
Saudi Arabia,SAU,Age dependency ratio (% of working-age population),62.62585109,2003
Sudan,SDN,Age dependency ratio (% of working-age population),87.88676507,2003
Senegal,SEN,Age dependency ratio (% of working-age population),89.92147644,2003
Singapore,SGP,Age dependency ratio (% of working-age population),33.39244127,2003
Solomon Islands,SLB,Age dependency ratio (% of working-age population),80.28691616,2003
Sierra Leone,SLE,Age dependency ratio (% of working-age population),89.57937015,2003
El Salvador,SLV,Age dependency ratio (% of working-age population),71.26872996,2003
San Marino,SMR,Age dependency ratio (% of working-age population),0.0,2003
Somalia,SOM,Age dependency ratio (% of working-age population),101.9698175,2003
Serbia,SRB,Age dependency ratio (% of working-age population),50.80759341,2003
Sub-Saharan Africa (excluding high income),SSA,Age dependency ratio (% of working-age population),89.89771268,2003
South Sudan,SSD,Age dependency ratio (% of working-age population),91.49234297,2003
Sub-Saharan Africa,SSF,Age dependency ratio (% of working-age population),89.89315385,2003
Small states,SST,Age dependency ratio (% of working-age population),67.32763395,2003
Sao Tome and Principe,STP,Age dependency ratio (% of working-age population),89.57863292,2003
Suriname,SUR,Age dependency ratio (% of working-age population),60.41390647,2003
Slovak Republic,SVK,Age dependency ratio (% of working-age population),41.62111017,2003
Slovenia,SVN,Age dependency ratio (% of working-age population),41.90466371,2003
Sweden,SWE,Age dependency ratio (% of working-age population),53.90220948,2003
Eswatini,SWZ,Age dependency ratio (% of working-age population),81.76028092,2003
Sint Maarten (Dutch part),SXM,Age dependency ratio (% of working-age population),0.0,2003
Seychelles,SYC,Age dependency ratio (% of working-age population),50.2622933,2003
Syrian Arab Republic,SYR,Age dependency ratio (% of working-age population),76.16026128,2003
Turks and Caicos Islands,TCA,Age dependency ratio (% of working-age population),0.0,2003
Chad,TCD,Age dependency ratio (% of working-age population),108.1971899,2003
East Asia & Pacific (IDA & IBRD countries),TEA,Age dependency ratio (% of working-age population),46.03795547,2003
Europe & Central Asia (IDA & IBRD countries),TEC,Age dependency ratio (% of working-age population),48.38670028,2003
Togo,TGO,Age dependency ratio (% of working-age population),84.34402206,2003
Thailand,THA,Age dependency ratio (% of working-age population),41.9852317,2003
Tajikistan,TJK,Age dependency ratio (% of working-age population),77.59041391,2003
Turkmenistan,TKM,Age dependency ratio (% of working-age population),62.95022823,2003
Latin America & the Caribbean (IDA & IBRD countries),TLA,Age dependency ratio (% of working-age population),59.11789222,2003
Timor-Leste,TLS,Age dependency ratio (% of working-age population),94.46406426,2003
Middle East & North Africa (IDA & IBRD countries),TMN,Age dependency ratio (% of working-age population),64.7216273,2003
Tonga,TON,Age dependency ratio (% of working-age population),78.3091329,2003
South Asia (IDA & IBRD),TSA,Age dependency ratio (% of working-age population),64.92638365,2003
Sub-Saharan Africa (IDA & IBRD countries),TSS,Age dependency ratio (% of working-age population),89.89315385,2003
Trinidad and Tobago,TTO,Age dependency ratio (% of working-age population),42.702258,2003
Tunisia,TUN,Age dependency ratio (% of working-age population),51.92920192,2003
Turkey,TUR,Age dependency ratio (% of working-age population),55.86996285,2003
Tuvalu,TUV,Age dependency ratio (% of working-age population),0.0,2003
Tanzania,TZA,Age dependency ratio (% of working-age population),89.86484026,2003
Uganda,UGA,Age dependency ratio (% of working-age population),107.8186477,2003
Ukraine,UKR,Age dependency ratio (% of working-age population),44.37207967,2003
Upper middle income,UMC,Age dependency ratio (% of working-age population),46.92120447,2003
Uruguay,URY,Age dependency ratio (% of working-age population),60.06049594,2003
United States,USA,Age dependency ratio (% of working-age population),50.47969551,2003
Uzbekistan,UZB,Age dependency ratio (% of working-age population),64.70056753,2003
St. Vincent and the Grenadines,VCT,Age dependency ratio (% of working-age population),57.8715714,2003
"Venezuela, RB",VEN,Age dependency ratio (% of working-age population),59.65724674,2003
British Virgin Islands,VGB,Age dependency ratio (% of working-age population),0.0,2003
Virgin Islands (U.S.),VIR,Age dependency ratio (% of working-age population),49.47445276,2003
Vietnam,VNM,Age dependency ratio (% of working-age population),54.74139856,2003
Vanuatu,VUT,Age dependency ratio (% of working-age population),77.32146199,2003
World,WLD,Age dependency ratio (% of working-age population),57.98590637,2003
Samoa,WSM,Age dependency ratio (% of working-age population),80.52831801,2003
Kosovo,XKX,Age dependency ratio (% of working-age population),0.0,2003
"Yemen, Rep.",YEM,Age dependency ratio (% of working-age population),100.1710812,2003
South Africa,ZAF,Age dependency ratio (% of working-age population),57.70897471,2003
Zambia,ZMB,Age dependency ratio (% of working-age population),96.65258371,2003
Zimbabwe,ZWE,Age dependency ratio (% of working-age population),80.49027928,2003
Aruba,ABW,Age dependency ratio (% of working-age population),43.40173398,2004
Africa Eastern and Southern,AFE,Age dependency ratio (% of working-age population),89.59033862,2004
Afghanistan,AFG,Age dependency ratio (% of working-age population),101.5623706,2004
Africa Western and Central,AFW,Age dependency ratio (% of working-age population),89.51173551,2004
Angola,AGO,Age dependency ratio (% of working-age population),98.07344946,2004
Albania,ALB,Age dependency ratio (% of working-age population),55.0733347,2004
Andorra,AND,Age dependency ratio (% of working-age population),0.0,2004
Arab World,ARB,Age dependency ratio (% of working-age population),69.40035375,2004
United Arab Emirates,ARE,Age dependency ratio (% of working-age population),25.24517545,2004
Argentina,ARG,Age dependency ratio (% of working-age population),59.7309669,2004
Armenia,ARM,Age dependency ratio (% of working-age population),51.41254427,2004
American Samoa,ASM,Age dependency ratio (% of working-age population),0.0,2004
Antigua and Barbuda,ATG,Age dependency ratio (% of working-age population),51.09351787,2004
Australia,AUS,Age dependency ratio (% of working-age population),48.70896842,2004
Austria,AUT,Age dependency ratio (% of working-age population),47.39871392,2004
Azerbaijan,AZE,Age dependency ratio (% of working-age population),51.06440711,2004
Burundi,BDI,Age dependency ratio (% of working-age population),99.54537925,2004
Belgium,BEL,Age dependency ratio (% of working-age population),52.63624742,2004
Benin,BEN,Age dependency ratio (% of working-age population),91.57105009,2004
Burkina Faso,BFA,Age dependency ratio (% of working-age population),96.88610363,2004
Bangladesh,BGD,Age dependency ratio (% of working-age population),64.26279504,2004
Bulgaria,BGR,Age dependency ratio (% of working-age population),45.35058058,2004
Bahrain,BHR,Age dependency ratio (% of working-age population),40.15064768,2004
"Bahamas, The",BHS,Age dependency ratio (% of working-age population),51.53486471,2004
Bosnia and Herzegovina,BIH,Age dependency ratio (% of working-age population),45.89260238,2004
Belarus,BLR,Age dependency ratio (% of working-age population),44.36007164,2004
Belize,BLZ,Age dependency ratio (% of working-age population),75.19197141,2004
Bermuda,BMU,Age dependency ratio (% of working-age population),0.0,2004
Bolivia,BOL,Age dependency ratio (% of working-age population),72.94731187,2004
Brazil,BRA,Age dependency ratio (% of working-age population),50.89021807,2004
Barbados,BRB,Age dependency ratio (% of working-age population),49.58512425,2004
Brunei Darussalam,BRN,Age dependency ratio (% of working-age population),45.37211174,2004
Bhutan,BTN,Age dependency ratio (% of working-age population),67.75182114,2004
Botswana,BWA,Age dependency ratio (% of working-age population),66.84335068,2004
Central African Republic,CAF,Age dependency ratio (% of working-age population),88.22932719,2004
Canada,CAN,Age dependency ratio (% of working-age population),44.83428989,2004
Central Europe and the Baltics,CEB,Age dependency ratio (% of working-age population),44.10868619,2004
Switzerland,CHE,Age dependency ratio (% of working-age population),47.49423715,2004
Channel Islands,CHI,Age dependency ratio (% of working-age population),45.56042725,2004
Chile,CHL,Age dependency ratio (% of working-age population),50.37521099,2004
China,CHN,Age dependency ratio (% of working-age population),39.84282606,2004
Cote d'Ivoire,CIV,Age dependency ratio (% of working-age population),88.66560281,2004
Cameroon,CMR,Age dependency ratio (% of working-age population),90.20142086,2004
"Congo, Dem. Rep.",COD,Age dependency ratio (% of working-age population),95.0650146,2004
"Congo, Rep.",COG,Age dependency ratio (% of working-age population),80.26287142,2004
Colombia,COL,Age dependency ratio (% of working-age population),57.59310386,2004
Comoros,COM,Age dependency ratio (% of working-age population),83.89774666,2004
Cabo Verde,CPV,Age dependency ratio (% of working-age population),79.83993887,2004
Costa Rica,CRI,Age dependency ratio (% of working-age population),52.36301808,2004
Caribbean small states,CSS,Age dependency ratio (% of working-age population),58.03547668,2004
Cuba,CUB,Age dependency ratio (% of working-age population),43.4035023,2004
Curacao,CUW,Age dependency ratio (% of working-age population),50.97939942,2004
Cayman Islands,CYM,Age dependency ratio (% of working-age population),0.0,2004
Cyprus,CYP,Age dependency ratio (% of working-age population),45.22378406,2004
Czech Republic,CZE,Age dependency ratio (% of working-age population),40.75085427,2004
Germany,DEU,Age dependency ratio (% of working-age population),49.44404729,2004
Djibouti,DJI,Age dependency ratio (% of working-age population),71.88737753,2004
Dominica,DMA,Age dependency ratio (% of working-age population),0.0,2004
Denmark,DNK,Age dependency ratio (% of working-age population),50.99870501,2004
Dominican Republic,DOM,Age dependency ratio (% of working-age population),63.02238059,2004
Algeria,DZA,Age dependency ratio (% of working-age population),53.51013807,2004
East Asia & Pacific (excluding high income),EAP,Age dependency ratio (% of working-age population),44.63863122,2004
Early-demographic dividend,EAR,Age dependency ratio (% of working-age population),63.6702942,2004
East Asia & Pacific,EAS,Age dependency ratio (% of working-age population),44.75005009,2004
Europe & Central Asia (excluding high income),ECA,Age dependency ratio (% of working-age population),48.01940353,2004
Europe & Central Asia,ECS,Age dependency ratio (% of working-age population),48.61386825,2004
Ecuador,ECU,Age dependency ratio (% of working-age population),63.40730759,2004
"Egypt, Arab Rep.",EGY,Age dependency ratio (% of working-age population),64.71922331,2004
Euro area,EMU,Age dependency ratio (% of working-age population),49.48456005,2004
Eritrea,ERI,Age dependency ratio (% of working-age population),77.19530842,2004
Spain,ESP,Age dependency ratio (% of working-age population),44.78507163,2004
Estonia,EST,Age dependency ratio (% of working-age population),47.12615132,2004
Ethiopia,ETH,Age dependency ratio (% of working-age population),98.64282491,2004
European Union,EUU,Age dependency ratio (% of working-age population),48.4399052,2004
Fragile and conflict affected situations,FCS,Age dependency ratio (% of working-age population),86.19747947,2004
Finland,FIN,Age dependency ratio (% of working-age population),49.9921535,2004
Fiji,FJI,Age dependency ratio (% of working-age population),54.55921566,2004
France,FRA,Age dependency ratio (% of working-age population),53.8212266,2004
Faroe Islands,FRO,Age dependency ratio (% of working-age population),0.0,2004
"Micronesia, Fed. Sts.",FSM,Age dependency ratio (% of working-age population),75.68048507,2004
Gabon,GAB,Age dependency ratio (% of working-age population),80.19129356,2004
United Kingdom,GBR,Age dependency ratio (% of working-age population),51.9363622,2004
Georgia,GEO,Age dependency ratio (% of working-age population),50.67936044,2004
Ghana,GHA,Age dependency ratio (% of working-age population),78.71032647,2004
Gibraltar,GIB,Age dependency ratio (% of working-age population),0.0,2004
Guinea,GIN,Age dependency ratio (% of working-age population),100.4292766,2004
"Gambia, The",GMB,Age dependency ratio (% of working-age population),96.76529098,2004
Guinea-Bissau,GNB,Age dependency ratio (% of working-age population),89.22553199,2004
Equatorial Guinea,GNQ,Age dependency ratio (% of working-age population),75.54552756,2004
Greece,GRC,Age dependency ratio (% of working-age population),48.09882357,2004
Grenada,GRD,Age dependency ratio (% of working-age population),60.60643374,2004
Greenland,GRL,Age dependency ratio (% of working-age population),0.0,2004
Guatemala,GTM,Age dependency ratio (% of working-age population),87.89264223,2004
